,Unnamed: 0,stationid,startTime,inNums,outNums,flow
10842,10842,101,2022/4/15 12:00:00,31,47,-16
10843,10843,101,2022/4/15 12:10:00,29,44,-15
10844,10844,101,2022/4/15 12:20:00,30,61,-31
10845,10845,101,2022/4/15 12:30:00,23,63,-40
10846,10846,101,2022/4/15 12:40:00,23,55,-32
10847,10847,101,2022/4/15 12:50:00,23,57,-34
10848,10848,101,2022/4/15 13:00:00,26,50,-24
10849,10849,101,2022/4/15 13:10:00,29,54,-25
10850,10850,101,2022/4/15 13:20:00,24,62,-38
10851,10851,101,2022/4/15 13:30:00,23,60,-37
10852,10852,101,2022/4/15 13:40:00,24,59,-35
10853,10853,101,2022/4/15 13:50:00,22,62,-40
10854,10854,101,2022/4/15 14:00:00,29,49,-20
10855,10855,101,2022/4/15 14:10:00,26,60,-34
10856,10856,101,2022/4/15 14:20:00,24,67,-43
10857,10857,101,2022/4/15 14:30:00,24,67,-43
10858,10858,101,2022/4/15 14:40:00,27,61,-34
10859,10859,101,2022/4/15 14:50:00,25,64,-39
10860,10860,101,2022/4/15 15:00:00,26,56,-30
10861,10861,101,2022/4/15 15:10:00,24,68,-44
10862,10862,101,2022/4/15 15:20:00,27,82,-55
10863,10863,101,2022/4/15 15:30:00,34,75,-41
10864,10864,101,2022/4/15 15:40:00,39,81,-42
10865,10865,101,2022/4/15 15:50:00,31,83,-52
10866,10866,101,2022/4/15 16:00:00,38,69,-31
10867,10867,101,2022/4/15 16:10:00,38,74,-36
10868,10868,101,2022/4/15 16:20:00,36,77,-41
10869,10869,101,2022/4/15 16:30:00,41,97,-56
10870,10870,101,2022/4/15 16:40:00,58,91,-33
10871,10871,101,2022/4/15 16:50:00,42,96,-54
10872,10872,101,2022/4/15 17:00:00,38,85,-47
10873,10873,101,2022/4/15 17:10:00,40,106,-66
10874,10874,101,2022/4/15 17:20:00,38,105,-67
10875,10875,101,2022/4/15 17:30:00,57,110,-53
10876,10876,101,2022/4/15 17:40:00,139,97,42
10877,10877,101,2022/4/15 17:50:00,60,225,-165
10878,10878,101,2022/4/15 18:00:00,75,152,-77
10879,10879,101,2022/4/15 18:10:00,86,127,-41
10880,10880,101,2022/4/15 18:20:00,52,198,-146
10881,10881,101,2022/4/15 18:30:00,43,143,-100
10882,10882,101,2022/4/15 18:40:00,29,209,-180
10883,10883,101,2022/4/15 18:50:00,28,174,-146
10884,10884,101,2022/4/15 19:00:00,28,213,-185
10885,10885,101,2022/4/15 19:10:00,30,105,-75
10886,10886,101,2022/4/15 19:20:00,27,137,-110
10887,10887,101,2022/4/15 19:30:00,28,127,-99
10888,10888,101,2022/4/15 19:40:00,23,95,-72
10889,10889,101,2022/4/15 19:50:00,19,102,-83
10890,10890,101,2022/4/15 20:00:00,17,106,-89
10891,10891,101,2022/4/15 20:10:00,22,66,-44
10892,10892,101,2022/4/15 20:20:00,17,110,-93
10893,10893,101,2022/4/15 20:30:00,15,73,-58
10894,10894,101,2022/4/15 20:40:00,16,85,-69
10895,10895,101,2022/4/15 20:50:00,16,78,-62
10896,10896,101,2022/4/15 21:00:00,17,89,-72
10897,10897,101,2022/4/15 21:10:00,22,76,-54
10898,10898,101,2022/4/15 21:20:00,12,80,-68
10899,10899,101,2022/4/15 21:30:00,12,83,-71
10900,10900,101,2022/4/15 21:40:00,10,72,-62
10901,10901,101,2022/4/15 21:50:00,9,85,-76
10902,10902,101,2022/4/15 22:00:00,9,78,-69
10903,10903,101,2022/4/15 22:10:00,8,76,-68
10904,10904,101,2022/4/15 22:20:00,5,80,-75
10905,10905,101,2022/4/15 22:30:00,4,80,-76
10906,10906,101,2022/4/15 22:40:00,2,84,-82
10907,10907,101,2022/4/15 22:50:00,1,78,-77
10908,10908,102,2022/4/15 5:00:00,3,1,2
10909,10909,102,2022/4/15 5:10:00,7,5,2
10910,10910,102,2022/4/15 5:20:00,12,11,1
10911,10911,102,2022/4/15 5:30:00,15,8,7
10912,10912,102,2022/4/15 5:40:00,12,8,4
10913,10913,102,2022/4/15 5:50:00,16,25,-9
10914,10914,102,2022/4/15 6:00:00,21,69,-48
10915,10915,102,2022/4/15 6:10:00,23,66,-43
10916,10916,102,2022/4/15 6:20:00,34,63,-29
10917,10917,102,2022/4/15 6:30:00,32,97,-65
10918,10918,102,2022/4/15 6:40:00,38,101,-63
10919,10919,102,2022/4/15 6:50:00,41,117,-76
10920,10920,102,2022/4/15 7:00:00,47,106,-59
10921,10921,102,2022/4/15 7:10:00,53,142,-89
10922,10922,102,2022/4/15 7:20:00,58,230,-172
10923,10923,102,2022/4/15 7:30:00,60,325,-265
10924,10924,102,2022/4/15 7:40:00,83,507,-424
10925,10925,102,2022/4/15 7:50:00,76,417,-341
10926,10926,102,2022/4/15 8:00:00,99,878,-779
10927,10927,102,2022/4/15 8:10:00,150,2212,-2062
10928,10928,102,2022/4/15 8:20:00,167,2866,-2699
10929,10929,102,2022/4/15 8:30:00,150,2532,-2382
10930,10930,102,2022/4/15 8:40:00,128,4979,-4851
10931,10931,102,2022/4/15 8:50:00,128,5856,-5728
10932,10932,102,2022/4/15 9:00:00,108,5302,-5194
10933,10933,102,2022/4/15 9:10:00,139,2931,-2792
10934,10934,102,2022/4/15 9:20:00,88,3128,-3040
10935,10935,102,2022/4/15 9:30:00,79,1701,-1622
10936,10936,102,2022/4/15 9:40:00,92,1707,-1615
10937,10937,102,2022/4/15 9:50:00,71,719,-648
10938,10938,102,2022/4/15 10:00:00,74,430,-356
10939,10939,102,2022/4/15 10:10:00,75,374,-299
10940,10940,102,2022/4/15 10:20:00,79,332,-253
10941,10941,102,2022/4/15 10:30:00,73,298,-225
10942,10942,102,2022/4/15 10:40:00,109,281,-172
10943,10943,102,2022/4/15 10:50:00,82,177,-95
10944,10944,102,2022/4/15 11:00:00,128,227,-99
10945,10945,102,2022/4/15 11:10:00,89,139,-50
10946,10946,102,2022/4/15 11:20:00,113,153,-40
10947,10947,102,2022/4/15 11:30:00,136,170,-34
10948,10948,102,2022/4/15 11:40:00,141,192,-51
10949,10949,102,2022/4/15 11:50:00,137,146,-9
10950,10950,102,2022/4/15 12:00:00,137,146,-9
10951,10951,102,2022/4/15 12:10:00,162,117,45
10952,10952,102,2022/4/15 12:20:00,147,184,-37
10953,10953,102,2022/4/15 12:30:00,131,181,-50
10954,10954,102,2022/4/15 12:40:00,138,146,-8
10955,10955,102,2022/4/15 12:50:00,141,214,-73
10956,10956,102,2022/4/15 13:00:00,156,179,-23
10957,10957,102,2022/4/15 13:10:00,156,185,-29
10958,10958,102,2022/4/15 13:20:00,179,226,-47
10959,10959,102,2022/4/15 13:30:00,188,198,-10
10960,10960,102,2022/4/15 13:40:00,179,214,-35
10961,10961,102,2022/4/15 13:50:00,197,181,16
10962,10962,102,2022/4/15 14:00:00,206,184,22
10963,10963,102,2022/4/15 14:10:00,207,152,55
10964,10964,102,2022/4/15 14:20:00,205,152,53
10965,10965,102,2022/4/15 14:30:00,207,123,84
10966,10966,102,2022/4/15 14:40:00,191,110,81
10967,10967,102,2022/4/15 14:50:00,197,128,69
10968,10968,102,2022/4/15 15:00:00,208,133,75
10969,10969,102,2022/4/15 15:10:00,220,110,110
10970,10970,102,2022/4/15 15:20:00,238,105,133
10971,10971,102,2022/4/15 15:30:00,242,129,113
10972,10972,102,2022/4/15 15:40:00,269,125,144
10973,10973,102,2022/4/15 15:50:00,258,109,149
10974,10974,102,2022/4/15 16:00:00,267,108,159
10975,10975,102,2022/4/15 16:10:00,333,110,223
10976,10976,102,2022/4/15 16:20:00,311,108,203
10977,10977,102,2022/4/15 16:30:00,345,128,217
10978,10978,102,2022/4/15 16:40:00,428,105,323
10979,10979,102,2022/4/15 16:50:00,454,109,345
10980,10980,102,2022/4/15 17:00:00,712,115,597
10981,10981,102,2022/4/15 17:10:00,1140,152,988
10982,10982,102,2022/4/15 17:20:00,803,180,623
10983,10983,102,2022/4/15 17:30:00,1196,197,999
10984,10984,102,2022/4/15 17:40:00,1978,225,1753
10985,10985,102,2022/4/15 17:50:00,1352,217,1135
10986,10986,102,2022/4/15 18:00:00,1972,231,1741
10987,10987,102,2022/4/15 18:10:00,3023,219,2804
10988,10988,102,2022/4/15 18:20:00,1987,235,1752
10989,10989,102,2022/4/15 18:30:00,1359,256,1103
10990,10990,102,2022/4/15 18:40:00,1197,234,963
10991,10991,102,2022/4/15 18:50:00,1036,179,857
10992,10992,102,2022/4/15 19:00:00,803,181,622
10993,10993,102,2022/4/15 19:10:00,625,127,498
10994,10994,102,2022/4/15 19:20:00,566,125,441
10995,10995,102,2022/4/15 19:30:00,429,124,305
10996,10996,102,2022/4/15 19:40:00,310,104,206
10997,10997,102,2022/4/15 19:50:00,333,107,226
10998,10998,102,2022/4/15 20:00:00,327,96,231
10999,10999,102,2022/4/15 20:10:00,358,89,269
11000,11000,102,2022/4/15 20:20:00,316,95,221
11001,11001,102,2022/4/15 20:30:00,309,77,232
11002,11002,102,2022/4/15 20:40:00,331,77,254
11003,11003,102,2022/4/15 20:50:00,272,78,194
11004,11004,102,2022/4/15 21:00:00,319,75,244
11005,11005,102,2022/4/15 21:10:00,339,75,264
11006,11006,102,2022/4/15 21:20:00,317,80,237
11007,11007,102,2022/4/15 21:30:00,267,77,190
11008,11008,102,2022/4/15 21:40:00,267,72,195
11009,11009,102,2022/4/15 21:50:00,249,78,171
11010,11010,102,2022/4/15 22:00:00,595,74,521
11011,11011,102,2022/4/15 22:10:00,265,75,190
11012,11012,102,2022/4/15 22:20:00,131,83,48
11013,11013,102,2022/4/15 22:30:00,65,73,-8
11014,11014,102,2022/4/15 22:40:00,41,68,-27
11015,11015,102,2022/4/15 22:50:00,23,55,-32
11016,11016,103,2022/4/15 5:00:00,0,1,-1
11017,11017,103,2022/4/15 5:10:00,2,1,1
11018,11018,103,2022/4/15 5:20:00,16,1,15
11019,11019,103,2022/4/15 5:30:00,24,1,23
11020,11020,103,2022/4/15 5:40:00,30,2,28
11021,11021,103,2022/4/15 5:50:00,33,43,-10
11022,11022,103,2022/4/15 6:00:00,53,23,30
11023,11023,103,2022/4/15 6:10:00,67,23,44
11024,11024,103,2022/4/15 6:20:00,91,65,26
11025,11025,103,2022/4/15 6:30:00,227,70,157
11026,11026,103,2022/4/15 6:40:00,280,104,176
11027,11027,103,2022/4/15 6:50:00,389,105,284
11028,11028,103,2022/4/15 7:00:00,475,100,375
11029,11029,103,2022/4/15 7:10:00,686,110,576
11030,11030,103,2022/4/15 7:20:00,738,152,586
11031,11031,103,2022/4/15 7:30:00,1180,234,946
11032,11032,103,2022/4/15 7:40:00,1370,223,1147
11033,11033,103,2022/4/15 7:50:00,1370,192,1178
11034,11034,103,2022/4/15 8:00:00,1576,197,1379
11035,11035,103,2022/4/15 8:10:00,1214,233,981
11036,11036,103,2022/4/15 8:20:00,1175,213,962
11037,11037,103,2022/4/15 8:30:00,870,198,672
11038,11038,103,2022/4/15 8:40:00,844,180,664
11039,11039,103,2022/4/15 8:50:00,684,146,538
11040,11040,103,2022/4/15 9:00:00,615,150,465
11041,11041,103,2022/4/15 9:10:00,367,120,247
11042,11042,103,2022/4/15 9:20:00,311,121,190
11043,11043,103,2022/4/15 9:30:00,245,107,138
11044,11044,103,2022/4/15 9:40:00,216,106,110
11045,11045,103,2022/4/15 9:50:00,188,114,74
11046,11046,103,2022/4/15 10:00:00,132,101,31
11047,11047,103,2022/4/15 10:10:00,96,106,-10
11048,11048,103,2022/4/15 10:20:00,86,105,-19
11049,11049,103,2022/4/15 10:30:00,66,91,-25
11050,11050,103,2022/4/15 10:40:00,58,105,-47
11051,11051,103,2022/4/15 10:50:00,59,97,-38
11052,11052,103,2022/4/15 11:00:00,43,117,-74
11053,11053,103,2022/4/15 11:10:00,53,92,-39
11054,11054,103,2022/4/15 11:20:00,56,109,-53
11055,11055,103,2022/4/15 11:30:00,51,109,-58
11056,11056,103,2022/4/15 11:40:00,46,104,-58
11057,11057,103,2022/4/15 11:50:00,44,104,-60
11058,11058,103,2022/4/15 12:00:00,69,105,-36
11059,11059,103,2022/4/15 12:10:00,67,103,-36
11060,11060,103,2022/4/15 12:20:00,78,108,-30
11061,11061,103,2022/4/15 12:30:00,75,102,-27
11062,11062,103,2022/4/15 12:40:00,70,99,-29
11063,11063,103,2022/4/15 12:50:00,71,112,-41
11064,11064,103,2022/4/15 13:00:00,66,110,-44
11065,11065,103,2022/4/15 13:10:00,76,86,-10
11066,11066,103,2022/4/15 13:20:00,60,117,-57
11067,11067,103,2022/4/15 13:30:00,59,104,-45
11068,11068,103,2022/4/15 13:40:00,44,102,-58
11069,11069,103,2022/4/15 13:50:00,55,126,-71
11070,11070,103,2022/4/15 14:00:00,45,108,-63
11071,11071,103,2022/4/15 14:10:00,53,104,-51
11072,11072,103,2022/4/15 14:20:00,45,117,-72
11073,11073,103,2022/4/15 14:30:00,53,119,-66
11074,11074,103,2022/4/15 14:40:00,48,106,-58
11075,11075,103,2022/4/15 14:50:00,52,110,-58
11076,11076,103,2022/4/15 15:00:00,46,121,-75
11077,11077,103,2022/4/15 15:10:00,45,109,-64
11078,11078,103,2022/4/15 15:20:00,53,117,-64
11079,11079,103,2022/4/15 15:30:00,45,126,-81
11080,11080,103,2022/4/15 15:40:00,56,142,-86
11081,11081,103,2022/4/15 15:50:00,58,150,-92
11082,11082,103,2022/4/15 16:00:00,65,117,-52
11083,11083,103,2022/4/15 16:10:00,73,179,-106
11084,11084,103,2022/4/15 16:20:00,86,185,-99
11085,11085,103,2022/4/15 16:30:00,129,198,-69
11086,11086,103,2022/4/15 16:40:00,134,234,-100
11087,11087,103,2022/4/15 16:50:00,136,208,-72
11088,11088,103,2022/4/15 17:00:00,208,316,-108
11089,11089,103,2022/4/15 17:10:00,265,320,-55
11090,11090,103,2022/4/15 17:20:00,223,432,-209
11091,11091,103,2022/4/15 17:30:00,256,432,-176
11092,11092,103,2022/4/15 17:40:00,264,428,-164
11093,11093,103,2022/4/15 17:50:00,196,471,-275
11094,11094,103,2022/4/15 18:00:00,221,421,-200
11095,11095,103,2022/4/15 18:10:00,208,560,-352
11096,11096,103,2022/4/15 18:20:00,174,421,-247
11097,11097,103,2022/4/15 18:30:00,164,565,-401
11098,11098,103,2022/4/15 18:40:00,134,584,-450
11099,11099,103,2022/4/15 18:50:00,73,568,-495
11100,11100,103,2022/4/15 19:00:00,56,413,-357
11101,11101,103,2022/4/15 19:10:00,44,495,-451
11102,11102,103,2022/4/15 19:20:00,41,318,-277
11103,11103,103,2022/4/15 19:30:00,34,322,-288
11104,11104,103,2022/4/15 19:40:00,30,224,-194
11105,11105,103,2022/4/15 19:50:00,27,207,-180
11106,11106,103,2022/4/15 20:00:00,25,128,-103
11107,11107,103,2022/4/15 20:10:00,30,192,-162
11108,11108,103,2022/4/15 20:20:00,31,132,-101
11109,11109,103,2022/4/15 20:30:00,27,119,-92
11110,11110,103,2022/4/15 20:40:00,29,198,-169
11111,11111,103,2022/4/15 20:50:00,28,109,-81
11112,11112,103,2022/4/15 21:00:00,24,133,-109
11113,11113,103,2022/4/15 21:10:00,31,116,-85
11114,11114,103,2022/4/15 21:20:00,31,118,-87
11115,11115,103,2022/4/15 21:30:00,27,137,-110
11116,11116,103,2022/4/15 21:40:00,28,109,-81
11117,11117,103,2022/4/15 21:50:00,21,112,-91
11118,11118,103,2022/4/15 22:00:00,16,122,-106
11119,11119,103,2022/4/15 22:10:00,21,116,-95
11120,11120,103,2022/4/15 22:20:00,12,104,-92
11121,11121,103,2022/4/15 22:30:00,9,119,-110
11122,11122,103,2022/4/15 22:40:00,1,99,-98
11123,11123,103,2022/4/15 22:50:00,1,80,-79
11124,11124,104,2022/4/15 5:00:00,1,1,0
11125,11125,104,2022/4/15 5:10:00,7,1,6
11126,11126,104,2022/4/15 5:20:00,21,1,20
11127,11127,104,2022/4/15 5:30:00,40,1,39
11128,11128,104,2022/4/15 5:40:00,75,2,73
11129,11129,104,2022/4/15 5:50:00,149,5,144
11130,11130,104,2022/4/15 6:00:00,211,60,151
11131,11131,104,2022/4/15 6:10:00,280,43,237
11132,11132,104,2022/4/15 6:20:00,580,83,497
11133,11133,104,2022/4/15 6:30:00,653,95,558
11134,11134,104,2022/4/15 6:40:00,735,137,598
11135,11135,104,2022/4/15 6:50:00,1166,233,933
11136,11136,104,2022/4/15 7:00:00,1213,216,997
11137,11137,104,2022/4/15 7:10:00,1967,326,1641
11138,11138,104,2022/4/15 7:20:00,2043,378,1665
11139,11139,104,2022/4/15 7:30:00,3211,432,2779
11140,11140,104,2022/4/15 7:40:00,3181,533,2648
11141,11141,104,2022/4/15 7:50:00,3264,494,2770
11142,11142,104,2022/4/15 8:00:00,3372,494,2878
11143,11143,104,2022/4/15 8:10:00,3339,420,2919
11144,11144,104,2022/4/15 8:20:00,3279,499,2780
11145,11145,104,2022/4/15 8:30:00,2571,428,2143
11146,11146,104,2022/4/15 8:40:00,2479,434,2045
11147,11147,104,2022/4/15 8:50:00,2075,439,1636
11148,11148,104,2022/4/15 9:00:00,1632,420,1212
11149,11149,104,2022/4/15 9:10:00,1387,315,1072
11150,11150,104,2022/4/15 9:20:00,1155,297,858
11151,11151,104,2022/4/15 9:30:00,830,297,533
11152,11152,104,2022/4/15 9:40:00,660,232,428
11153,11153,104,2022/4/15 9:50:00,613,177,436
11154,11154,104,2022/4/15 10:00:00,456,208,248
11155,11155,104,2022/4/15 10:10:00,461,179,282
11156,11156,104,2022/4/15 10:20:00,310,198,112
11157,11157,104,2022/4/15 10:30:00,314,170,144
11158,11158,104,2022/4/15 10:40:00,311,181,130
11159,11159,104,2022/4/15 10:50:00,305,227,78
11160,11160,104,2022/4/15 11:00:00,273,192,81
11161,11161,104,2022/4/15 11:10:00,289,223,66
11162,11162,104,2022/4/15 11:20:00,270,145,125
11163,11163,104,2022/4/15 11:30:00,270,180,90
11164,11164,104,2022/4/15 11:40:00,268,192,76
11165,11165,104,2022/4/15 11:50:00,285,193,92
11166,11166,104,2022/4/15 12:00:00,311,223,88
11167,11167,104,2022/4/15 12:10:00,333,185,148
11168,11168,104,2022/4/15 12:20:00,333,196,137
11169,11169,104,2022/4/15 12:30:00,325,222,103
11170,11170,104,2022/4/15 12:40:00,376,234,142
11171,11171,104,2022/4/15 12:50:00,312,225,87
11172,11172,104,2022/4/15 13:00:00,332,233,99
11173,11173,104,2022/4/15 13:10:00,332,213,119
11174,11174,104,2022/4/15 13:20:00,288,208,80
11175,11175,104,2022/4/15 13:30:00,265,180,85
11176,11176,104,2022/4/15 13:40:00,271,254,17
11177,11177,104,2022/4/15 13:50:00,267,178,89
11178,11178,104,2022/4/15 14:00:00,270,254,16
11179,11179,104,2022/4/15 14:10:00,261,207,54
11180,11180,104,2022/4/15 14:20:00,274,297,-23
11181,11181,104,2022/4/15 14:30:00,267,206,61
11182,11182,104,2022/4/15 14:40:00,265,325,-60
11183,11183,104,2022/4/15 14:50:00,270,217,53
11184,11184,104,2022/4/15 15:00:00,272,322,-50
11185,11185,104,2022/4/15 15:10:00,315,290,25
11186,11186,104,2022/4/15 15:20:00,264,379,-115
11187,11187,104,2022/4/15 15:30:00,268,317,-49
11188,11188,104,2022/4/15 15:40:00,287,364,-77
11189,11189,104,2022/4/15 15:50:00,262,421,-159
11190,11190,104,2022/4/15 16:00:00,332,427,-95
11191,11191,104,2022/4/15 16:10:00,346,310,36
11192,11192,104,2022/4/15 16:20:00,326,408,-82
11193,11193,104,2022/4/15 16:30:00,430,410,20
11194,11194,104,2022/4/15 16:40:00,421,408,13
11195,11195,104,2022/4/15 16:50:00,587,414,173
11196,11196,104,2022/4/15 17:00:00,617,552,65
11197,11197,104,2022/4/15 17:10:00,697,550,147
11198,11198,104,2022/4/15 17:20:00,696,1413,-717
11199,11199,104,2022/4/15 17:30:00,679,1474,-795
11200,11200,104,2022/4/15 17:40:00,709,1640,-931
11201,11201,104,2022/4/15 17:50:00,652,1627,-975
11202,11202,104,2022/4/15 18:00:00,639,2051,-1412
11203,11203,104,2022/4/15 18:10:00,712,2436,-1724
11204,11204,104,2022/4/15 18:20:00,617,2441,-1824
11205,11205,104,2022/4/15 18:30:00,609,2387,-1778
11206,11206,104,2022/4/15 18:40:00,457,2621,-2164
11207,11207,104,2022/4/15 18:50:00,335,2167,-1832
11208,11208,104,2022/4/15 19:00:00,264,1980,-1716
11209,11209,104,2022/4/15 19:10:00,227,2106,-1879
11210,11210,104,2022/4/15 19:20:00,192,1101,-909
11211,11211,104,2022/4/15 19:30:00,182,556,-374
11212,11212,104,2022/4/15 19:40:00,159,454,-295
11213,11213,104,2022/4/15 19:50:00,168,399,-231
11214,11214,104,2022/4/15 20:00:00,139,417,-278
11215,11215,104,2022/4/15 20:10:00,169,430,-261
11216,11216,104,2022/4/15 20:20:00,146,340,-194
11217,11217,104,2022/4/15 20:30:00,128,340,-212
11218,11218,104,2022/4/15 20:40:00,160,320,-160
11219,11219,104,2022/4/15 20:50:00,140,506,-366
11220,11220,104,2022/4/15 21:00:00,127,338,-211
11221,11221,104,2022/4/15 21:10:00,151,326,-175
11222,11222,104,2022/4/15 21:20:00,132,263,-131
11223,11223,104,2022/4/15 21:30:00,225,196,29
11224,11224,104,2022/4/15 21:40:00,132,316,-184
11225,11225,104,2022/4/15 21:50:00,44,314,-270
11226,11226,104,2022/4/15 22:00:00,45,238,-193
11227,11227,104,2022/4/15 22:10:00,35,288,-253
11228,11228,104,2022/4/15 22:20:00,28,319,-291
11229,11229,104,2022/4/15 22:30:00,12,202,-190
11230,11230,104,2022/4/15 22:40:00,2,217,-215
11231,11231,104,2022/4/15 22:50:00,2,136,-134
11232,11232,105,2022/4/15 5:00:00,0,1,-1
11233,11233,105,2022/4/15 5:10:00,6,1,5
11234,11234,105,2022/4/15 5:20:00,10,1,9
11235,11235,105,2022/4/15 5:30:00,35,1,34
11236,11236,105,2022/4/15 5:40:00,65,21,44
11237,11237,105,2022/4/15 5:50:00,145,29,116
11238,11238,105,2022/4/15 6:00:00,185,23,162
11239,11239,105,2022/4/15 6:10:00,279,38,241
11240,11240,105,2022/4/15 6:20:00,325,42,283
11241,11241,105,2022/4/15 6:30:00,688,55,633
11242,11242,105,2022/4/15 6:40:00,825,80,745
11243,11243,105,2022/4/15 6:50:00,1063,93,970
11244,11244,105,2022/4/15 7:00:00,1209,126,1083
11245,11245,105,2022/4/15 7:10:00,1363,103,1260
11246,11246,105,2022/4/15 7:20:00,1982,125,1857
11247,11247,105,2022/4/15 7:30:00,1980,123,1857
11248,11248,105,2022/4/15 7:40:00,2532,110,2422
11249,11249,105,2022/4/15 7:50:00,2005,105,1900
11250,11250,105,2022/4/15 8:00:00,2070,153,1917
11251,11251,105,2022/4/15 8:10:00,2468,182,2286
11252,11252,105,2022/4/15 8:20:00,1994,185,1809
11253,11253,105,2022/4/15 8:30:00,1992,109,1883
11254,11254,105,2022/4/15 8:40:00,1363,178,1185
11255,11255,105,2022/4/15 8:50:00,1226,117,1109
11256,11256,105,2022/4/15 9:00:00,852,110,742
11257,11257,105,2022/4/15 9:10:00,698,114,584
11258,11258,105,2022/4/15 9:20:00,581,114,467
11259,11259,105,2022/4/15 9:30:00,320,105,215
11260,11260,105,2022/4/15 9:40:00,274,121,153
11261,11261,105,2022/4/15 9:50:00,261,95,166
11262,11262,105,2022/4/15 10:00:00,232,104,128
11263,11263,105,2022/4/15 10:10:00,211,107,104
11264,11264,105,2022/4/15 10:20:00,176,108,68
11265,11265,105,2022/4/15 10:30:00,162,113,49
11266,11266,105,2022/4/15 10:40:00,112,97,15
11267,11267,105,2022/4/15 10:50:00,114,104,10
11268,11268,105,2022/4/15 11:00:00,91,103,-12
11269,11269,105,2022/4/15 11:10:00,88,124,-36
11270,11270,105,2022/4/15 11:20:00,80,105,-25
11271,11271,105,2022/4/15 11:30:00,76,104,-28
11272,11272,105,2022/4/15 11:40:00,108,99,9
11273,11273,105,2022/4/15 11:50:00,107,102,5
11274,11274,105,2022/4/15 12:00:00,137,117,20
11275,11275,105,2022/4/15 12:10:00,167,123,44
11276,11276,105,2022/4/15 12:20:00,176,102,74
11277,11277,105,2022/4/15 12:30:00,176,112,64
11278,11278,105,2022/4/15 12:40:00,131,106,25
11279,11279,105,2022/4/15 12:50:00,140,101,39
11280,11280,105,2022/4/15 13:00:00,141,119,22
11281,11281,105,2022/4/15 13:10:00,136,122,14
11282,11282,105,2022/4/15 13:20:00,88,83,5
11283,11283,105,2022/4/15 13:30:00,84,99,-15
11284,11284,105,2022/4/15 13:40:00,75,102,-27
11285,11285,105,2022/4/15 13:50:00,71,97,-26
11286,11286,105,2022/4/15 14:00:00,67,109,-42
11287,11287,105,2022/4/15 14:10:00,69,112,-43
11288,11288,105,2022/4/15 14:20:00,68,112,-44
11289,11289,105,2022/4/15 14:30:00,64,99,-35
11290,11290,105,2022/4/15 14:40:00,65,116,-51
11291,11291,105,2022/4/15 14:50:00,64,129,-65
11292,11292,105,2022/4/15 15:00:00,64,110,-46
11293,11293,105,2022/4/15 15:10:00,71,192,-121
11294,11294,105,2022/4/15 15:20:00,64,126,-62
11295,11295,105,2022/4/15 15:30:00,68,169,-101
11296,11296,105,2022/4/15 15:40:00,53,152,-99
11297,11297,105,2022/4/15 15:50:00,68,179,-111
11298,11298,105,2022/4/15 16:00:00,65,216,-151
11299,11299,105,2022/4/15 16:10:00,83,224,-141
11300,11300,105,2022/4/15 16:20:00,82,195,-113
11301,11301,105,2022/4/15 16:30:00,105,196,-91
11302,11302,105,2022/4/15 16:40:00,156,213,-57
11303,11303,105,2022/4/15 16:50:00,176,327,-151
11304,11304,105,2022/4/15 17:00:00,215,424,-209
11305,11305,105,2022/4/15 17:10:00,260,309,-49
11306,11306,105,2022/4/15 17:20:00,243,400,-157
11307,11307,105,2022/4/15 17:30:00,222,467,-245
11308,11308,105,2022/4/15 17:40:00,242,1488,-1246
11309,11309,105,2022/4/15 17:50:00,201,1099,-898
11310,11310,105,2022/4/15 18:00:00,184,403,-219
11311,11311,105,2022/4/15 18:10:00,222,2667,-2445
11312,11312,105,2022/4/15 18:20:00,198,568,-370
11313,11313,105,2022/4/15 18:30:00,166,1777,-1611
11314,11314,105,2022/4/15 18:40:00,181,1753,-1572
11315,11315,105,2022/4/15 18:50:00,139,1773,-1634
11316,11316,105,2022/4/15 19:00:00,71,423,-352
11317,11317,105,2022/4/15 19:10:00,137,1929,-1792
11318,11318,105,2022/4/15 19:20:00,66,366,-300
11319,11319,105,2022/4/15 19:30:00,64,469,-405
11320,11320,105,2022/4/15 19:40:00,46,384,-338
11321,11321,105,2022/4/15 19:50:00,41,307,-266
11322,11322,105,2022/4/15 20:00:00,46,314,-268
11323,11323,105,2022/4/15 20:10:00,43,217,-174
11324,11324,105,2022/4/15 20:20:00,41,293,-252
11325,11325,105,2022/4/15 20:30:00,41,269,-228
11326,11326,105,2022/4/15 20:40:00,40,269,-229
11327,11327,105,2022/4/15 20:50:00,37,269,-232
11328,11328,105,2022/4/15 21:00:00,41,234,-193
11329,11329,105,2022/4/15 21:10:00,34,178,-144
11330,11330,105,2022/4/15 21:20:00,29,198,-169
11331,11331,105,2022/4/15 21:30:00,27,227,-200
11332,11332,105,2022/4/15 21:40:00,28,236,-208
11333,11333,105,2022/4/15 21:50:00,26,229,-203
11334,11334,105,2022/4/15 22:00:00,25,185,-160
11335,11335,105,2022/4/15 22:10:00,28,218,-190
11336,11336,105,2022/4/15 22:20:00,24,213,-189
11337,11337,105,2022/4/15 22:30:00,17,291,-274
11338,11338,105,2022/4/15 22:40:00,11,151,-140
11339,11339,105,2022/4/15 22:50:00,8,116,-108
11340,11340,106,2022/4/15 5:00:00,1,1,0
11341,11341,106,2022/4/15 5:10:00,6,6,0
11342,11342,106,2022/4/15 5:20:00,16,1,15
