stationid,startTime,value,value0-10
256,2022/7/15 5:50,0.028978495,6.319895924
307,2022/7/15 16:20,0.028978495,6.319895924
291,2022/7/15 14:50,0.028978495,6.319895924
230,2022/7/15 6:40,0.028846154,6.319811318
230,2022/7/15 17:10,0.028846154,6.319811318
26,2022/7/15 5:40,0.028830645,6.319801403
260,2022/7/15 18:00,0.028830645,6.319801403
170,2022/7/15 5:30,0.028823529,6.319796854
170,2022/7/15 6:20,0.028823529,6.319796854
157,2022/7/15 5:30,0.028823529,6.319796854
191,2022/7/15 20:50,0.028823529,6.319796854
183,2022/7/15 8:40,0.02875817,6.31975507
271,2022/7/15 5:40,0.02875576,6.319753529
67,2022/7/15 6:20,0.028709677,6.319724068
129,2022/7/15 5:10,0.028709677,6.319724068
133,2022/7/15 13:30,0.028709677,6.319724068
298,2022/7/15 19:20,0.028682796,6.319706883
53,2022/7/15 8:40,0.028669355,6.31969829
7,2022/7/15 5:50,0.028629032,6.319672511
282,2022/7/15 5:20,0.028571429,6.319635685
213,2022/7/15 17:40,0.028525641,6.319606413
67,2022/7/15 8:20,0.028494624,6.319586584
63,2022/7/15 6:30,0.028494624,6.319586584
185,2022/7/15 6:00,0.028480392,6.319577485
19,2022/7/15 17:00,0.028427419,6.319543619
14,2022/7/15 18:40,0.028427419,6.319543619
17,2022/7/15 16:00,0.028427419,6.319543619
130,2022/7/15 18:30,0.028427419,6.319543619
144,2022/7/15 13:50,0.028387097,6.319517841
138,2022/7/15 12:10,0.028387097,6.319517841
122,2022/7/15 5:10,0.028387097,6.319517841
259,2022/7/15 6:50,0.028387097,6.319517841
279,2022/7/15 21:40,0.028387097,6.319517841
311,2022/7/15 5:50,0.028387097,6.319517841
239,2022/7/15 9:20,0.028360215,6.319500655
161,2022/7/15 9:40,0.028308824,6.319467801
170,2022/7/15 8:50,0.028235294,6.319420793
26,2022/7/15 16:00,0.028225806,6.319414727
23,2022/7/15 16:20,0.028225806,6.319414727
69,2022/7/15 6:30,0.028225806,6.319414727
144,2022/7/15 16:50,0.028225806,6.319414727
132,2022/7/15 12:10,0.028225806,6.319414727
263,2022/7/15 9:30,0.028202765,6.319399997
268,2022/7/15 20:10,0.028202765,6.319399997
178,2022/7/15 5:50,0.028137255,6.319358116
191,2022/7/15 6:00,0.028137255,6.319358116
241,2022/7/15 6:20,0.028091398,6.3193288
232,2022/7/15 5:30,0.028091398,6.3193288
259,2022/7/15 15:40,0.028091398,6.3193288
295,2022/7/15 6:00,0.028091398,6.3193288
110,2022/7/15 20:00,0.028064516,6.319311614
145,2022/7/15 13:00,0.028064516,6.319311614
124,2022/7/15 22:20,0.028064516,6.319311614
133,2022/7/15 5:10,0.028064516,6.319311614
68,2022/7/15 6:30,0.027956989,6.319242872
131,2022/7/15 14:20,0.027903226,6.319208501
278,2022/7/15 5:20,0.027834101,6.319164309
19,2022/7/15 6:40,0.027822581,6.319156944
101,2022/7/15 5:30,0.027822581,6.319156944
246,2022/7/15 22:00,0.027795699,6.319139758
298,2022/7/15 20:40,0.027795699,6.319139758
163,2022/7/15 10:40,0.027794118,6.319138748
164,2022/7/15 12:20,0.027794118,6.319138748
181,2022/7/15 17:10,0.027794118,6.319138748
191,2022/7/15 15:10,0.027794118,6.319138748
191,2022/7/15 15:40,0.027794118,6.319138748
146,2022/7/15 5:10,0.027741935,6.319105387
97,2022/7/15 9:10,0.027721774,6.319092498
187,2022/7/15 18:40,0.027696078,6.31907607
210,2022/7/15 6:50,0.027692308,6.31907366
64,2022/7/15 5:50,0.027688172,6.319071016
64,2022/7/15 6:20,0.027688172,6.319071016
240,2022/7/15 19:00,0.02766129,6.31905383
280,2022/7/15 13:30,0.02764977,6.319046465
26,2022/7/15 5:50,0.027620968,6.319028052
131,2022/7/15 13:50,0.027580645,6.319002273
241,2022/7/15 6:00,0.0275,6.318950717
260,2022/7/15 5:30,0.0275,6.318950717
249,2022/7/15 5:20,0.0275,6.318950717
307,2022/7/15 19:40,0.0275,6.318950717
296,2022/7/15 15:40,0.0275,6.318950717
296,2022/7/15 21:50,0.0275,6.318950717
308,2022/7/15 15:00,0.0275,6.318950717
265,2022/7/15 5:20,0.027465438,6.318928621
265,2022/7/15 15:10,0.027465438,6.318928621
181,2022/7/15 18:10,0.02745098,6.318919378
192,2022/7/15 6:00,0.02745098,6.318919378
179,2022/7/15 21:10,0.02745098,6.318919378
2,2022/7/15 17:30,0.027419355,6.31889916
72,2022/7/15 6:20,0.027419355,6.31889916
137,2022/7/15 5:30,0.027419355,6.31889916
141,2022/7/15 5:20,0.027419355,6.31889916
126,2022/7/15 5:10,0.027419355,6.31889916
289,2022/7/15 9:30,0.027373272,6.318869699
213,2022/7/15 8:00,0.027350427,6.318855094
119,2022/7/15 6:20,0.02733871,6.318847603
113,2022/7/15 5:20,0.02733871,6.318847603
290,2022/7/15 15:10,0.027281106,6.318810777
152,2022/7/15 5:30,0.027279412,6.318809694
170,2022/7/15 5:20,0.027279412,6.318809694
149,2022/7/15 16:00,0.027279412,6.318809694
15,2022/7/15 16:10,0.027217742,6.318770268
46,2022/7/15 8:30,0.027217742,6.318770268
259,2022/7/15 15:20,0.027204301,6.318761675
309,2022/7/15 5:50,0.027204301,6.318761675
60,2022/7/15 6:50,0.027150538,6.318727304
68,2022/7/15 6:20,0.027150538,6.318727304
189,2022/7/15 6:10,0.027107843,6.318700009
139,2022/7/15 5:10,0.027096774,6.318692933
283,2022/7/15 5:20,0.027096774,6.318692933
12,2022/7/15 15:10,0.027016129,6.318641376
142,2022/7/15 15:00,0.026935484,6.31858982
142,2022/7/15 15:20,0.026935484,6.31858982
258,2022/7/15 5:30,0.026908602,6.318572634
236,2022/7/15 5:30,0.026908602,6.318572634
296,2022/7/15 5:50,0.026908602,6.318572634
64,2022/7/15 6:40,0.02688172,6.318555448
112,2022/7/15 21:30,0.026854839,6.318538263
71,2022/7/15 17:40,0.026814516,6.318512484
48,2022/7/15 5:40,0.026774194,6.318486706
45,2022/7/15 5:30,0.026774194,6.318486706
72,2022/7/15 6:50,0.026774194,6.318486706
143,2022/7/15 6:20,0.026774194,6.318486706
161,2022/7/15 5:30,0.026764706,6.318480641
182,2022/7/15 20:10,0.026764706,6.318480641
121,2022/7/15 18:00,0.026733871,6.318460928
279,2022/7/15 5:20,0.026728111,6.318457245
277,2022/7/15 5:20,0.026728111,6.318457245
290,2022/7/15 5:20,0.026728111,6.318457245
21,2022/7/15 8:40,0.026612903,6.318383592
18,2022/7/15 16:50,0.026612903,6.318383592
10,2022/7/15 5:40,0.026612903,6.318383592
61,2022/7/15 6:30,0.026612903,6.318383592
135,2022/7/15 5:40,0.026612903,6.318383592
135,2022/7/15 6:20,0.026612903,6.318383592
138,2022/7/15 6:30,0.026612903,6.318383592
239,2022/7/15 5:30,0.026612903,6.318383592
245,2022/7/15 5:30,0.026612903,6.318383592
307,2022/7/15 21:30,0.026612903,6.318383592
271,2022/7/15 5:20,0.026543779,6.318339401
76,2022/7/15 5:50,0.026451613,6.318280479
138,2022/7/15 5:30,0.026451613,6.318280479
140,2022/7/15 5:20,0.026451613,6.318280479
193,2022/7/15 6:40,0.026421569,6.318261272
243,2022/7/15 18:50,0.02641129,6.3182547
94,2022/7/15 20:20,0.026370968,6.318228922
27,2022/7/15 6:10,0.026344086,6.318211737
64,2022/7/15 17:10,0.026344086,6.318211737
292,2022/7/15 15:10,0.026317204,6.318194551
294,2022/7/15 6:00,0.026317204,6.318194551
291,2022/7/15 5:40,0.026317204,6.318194551
137,2022/7/15 12:10,0.026290323,6.318177366
161,2022/7/15 5:50,0.02625,6.318151587
169,2022/7/15 16:50,0.02625,6.318151587
181,2022/7/15 17:40,0.02622549,6.318135918
26,2022/7/15 15:10,0.026209677,6.318125808
9,2022/7/15 6:00,0.026209677,6.318125808
280,2022/7/15 12:40,0.026175115,6.318103713
280,2022/7/15 14:50,0.026175115,6.318103713
201,2022/7/15 17:40,0.026153846,6.318090115
210,2022/7/15 6:30,0.026153846,6.318090115
67,2022/7/15 6:50,0.026129032,6.318074252
99,2022/7/15 16:30,0.026129032,6.318074252
184,2022/7/15 5:30,0.026078431,6.318041902
252,2022/7/15 5:20,0.026021505,6.318005509
22,2022/7/15 16:20,0.026008065,6.317996917
274,2022/7/15 5:20,0.025990783,6.317985869
270,2022/7/15 5:20,0.025990783,6.317985869
264,2022/7/15 5:20,0.025990783,6.317985869
277,2022/7/15 15:20,0.025990783,6.317985869
135,2022/7/15 15:40,0.025967742,6.317971138
148,2022/7/15 6:20,0.025967742,6.317971138
124,2022/7/15 5:20,0.025967742,6.317971138
37,2022/7/15 17:40,0.025860215,6.317902396
30,2022/7/15 5:30,0.025806452,6.317868025
70,2022/7/15 17:20,0.025806452,6.317868025
69,2022/7/15 5:50,0.025806452,6.317868025
280,2022/7/15 12:30,0.025806452,6.317868025
284,2022/7/15 5:20,0.025806452,6.317868025
85,2022/7/15 8:40,0.025801282,6.31786472
163,2022/7/15 10:50,0.025735294,6.317822534
152,2022/7/15 5:20,0.025735294,6.317822534
177,2022/7/15 16:10,0.025735294,6.317822534
259,2022/7/15 15:10,0.025725806,6.317816468
255,2022/7/15 6:10,0.025725806,6.317816468
270,2022/7/15 9:20,0.025714286,6.317809103
138,2022/7/15 6:00,0.025645161,6.317764911
136,2022/7/15 5:50,0.025645161,6.317764911
134,2022/7/15 13:50,0.025645161,6.317764911
288,2022/7/15 5:20,0.02562212,6.317750181
80,2022/7/15 8:30,0.025537634,6.317696169
144,2022/7/15 18:00,0.025524194,6.317687577
38,2022/7/15 5:30,0.025483871,6.317661798
32,2022/7/15 5:30,0.025483871,6.317661798
145,2022/7/15 12:10,0.025483871,6.317661798
144,2022/7/15 6:00,0.025483871,6.317661798
144,2022/7/15 16:00,0.025483871,6.317661798
130,2022/7/15 22:00,0.025483871,6.317661798
263,2022/7/15 5:20,0.025437788,6.317632337
289,2022/7/15 5:20,0.025437788,6.317632337
267,2022/7/15 21:20,0.025437788,6.317632337
300,2022/7/15 19:30,0.025430108,6.317627427
187,2022/7/15 16:10,0.025392157,6.317603165
190,2022/7/15 6:10,0.025392157,6.317603165
210,2022/7/15 6:10,0.025384615,6.317598343
224,2022/7/15 5:40,0.025384615,6.317598343
230,2022/7/15 5:40,0.025384615,6.317598343
159,2022/7/15 18:20,0.025367647,6.317587495
86,2022/7/15 8:40,0.025352564,6.317577853
208,2022/7/15 17:40,0.025320513,6.317557362
49,2022/7/15 8:50,0.025282258,6.317532906
287,2022/7/15 5:20,0.025253456,6.317514493
10,2022/7/15 18:30,0.025201613,6.317481349
14,2022/7/15 5:50,0.025201613,6.317481349
42,2022/7/15 5:30,0.02516129,6.317455571
59,2022/7/15 5:30,0.02516129,6.317455571
127,2022/7/15 6:50,0.02516129,6.317455571
257,2022/7/15 5:40,0.025134409,6.317438386
235,2022/7/15 16:20,0.025134409,6.317438386
233,2022/7/15 6:20,0.025134409,6.317438386
296,2022/7/15 15:20,0.025134409,6.317438386
83,2022/7/15 6:00,0.025128205,6.317434419
220,2022/7/15 8:50,0.025128205,6.317434419
280,2022/7/15 10:20,0.025069124,6.317396649
271,2022/7/15 5:30,0.025069124,6.317396649
271,2022/7/15 12:10,0.025069124,6.317396649
276,2022/7/15 17:00,0.025069124,6.317396649
183,2022/7/15 6:40,0.02504902,6.317383796
187,2022/7/15 6:00,0.02504902,6.317383796
12,2022/7/15 5:50,0.025,6.317352457
69,2022/7/15 6:20,0.025,6.317352457
121,2022/7/15 14:50,0.025,6.317352457
121,2022/7/15 15:40,0.025,6.317352457
196,2022/7/15 5:50,0.025,6.317352457
97,2022/7/15 5:40,0.024919355,6.317300901
101,2022/7/15 9:10,0.024899194,6.317288012
52,2022/7/15 5:30,0.02483871,6.317249344
76,2022/7/15 6:00,0.02483871,6.317249344
148,2022/7/15 15:00,0.02483871,6.317249344
146,2022/7/15 13:30,0.02483871,6.317249344
235,2022/7/15 6:00,0.02483871,6.317249344
311,2022/7/15 6:00,0.02483871,6.317249344
302,2022/7/15 19:50,0.02483871,6.317249344
19,2022/7/15 6:00,0.024798387,6.317223565
2,2022/7/15 6:10,0.024798387,6.317223565
18,2022/7/15 5:40,0.024798387,6.317223565
10,2022/7/15 5:50,0.024798387,6.317223565
93,2022/7/15 9:00,0.024798387,6.317223565
68,2022/7/15 5:50,0.024731183,6.317180602
68,2022/7/15 6:40,0.024731183,6.317180602
63,2022/7/15 6:20,0.024731183,6.317180602
157,2022/7/15 16:40,0.024705882,6.317164427
151,2022/7/15 15:50,0.024705882,6.317164427
279,2022/7/15 15:50,0.024700461,6.317160961
277,2022/7/15 21:40,0.024700461,6.317160961
91,2022/7/15 5:50,0.024679487,6.317147552
130,2022/7/15 6:20,0.024677419,6.31714623
230,2022/7/15 5:30,0.024615385,6.317106571
20,2022/7/15 6:50,0.024596774,6.317094673
16,2022/7/15 6:10,0.024596774,6.317094673
9,2022/7/15 18:50,0.024596774,6.317094673
78,2022/7/15 9:10,0.024596774,6.317094673
237,2022/7/15 6:40,0.024543011,6.317060303
298,2022/7/15 6:00,0.024543011,6.317060303
298,2022/7/15 16:10,0.024543011,6.317060303
39,2022/7/15 5:30,0.024516129,6.317043117
29,2022/7/15 5:20,0.024516129,6.317043117
67,2022/7/15 5:50,0.024516129,6.317043117
148,2022/7/15 6:10,0.024516129,6.317043117
60,2022/7/15 6:20,0.024462366,6.317008746
77,2022/7/15 9:20,0.024462366,6.317008746
96,2022/7/15 6:30,0.024435484,6.31699156
103,2022/7/15 21:20,0.024435484,6.31699156
16,2022/7/15 5:40,0.024395161,6.316965781
16,2022/7/15 5:50,0.024395161,6.316965781
276,2022/7/15 16:40,0.024331797,6.316925273
281,2022/7/15 5:10,0.024331797,6.316925273
241,2022/7/15 6:30,0.024247312,6.316871261
257,2022/7/15 5:30,0.024247312,6.316871261
291,2022/7/15 6:00,0.024247312,6.316871261
295,2022/7/15 21:50,0.024247312,6.316871261
56,2022/7/15 6:20,0.024193548,6.31683689
47,2022/7/15 5:30,0.024193548,6.31683689
94,2022/7/15 5:10,0.024193548,6.31683689
132,2022/7/15 5:30,0.024193548,6.31683689
139,2022/7/15 14:40,0.024193548,6.31683689
164,2022/7/15 6:10,0.024191176,6.316835373
161,2022/7/15 5:20,0.024191176,6.316835373
170,2022/7/15 6:40,0.024191176,6.316835373
265,2022/7/15 21:40,0.024147465,6.316807428
272,2022/7/15 9:10,0.0240553,6.316748507
190,2022/7/15 6:00,0.024019608,6.316725689
92,2022/7/15 8:00,0.02400641,6.316717251
91,2022/7/15 8:40,0.02400641,6.316717251
292,2022/7/15 6:00,0.023951613,6.31668222
11,2022/7/15 7:00,0.023924731,6.316665034
56,2022/7/15 6:30,0.023870968,6.316630663
56,2022/7/15 6:50,0.023870968,6.316630663
56,2022/7/15 17:10,0.023870968,6.316630663
53,2022/7/15 5:30,0.023870968,6.316630663
55,2022/7/15 5:30,0.023870968,6.316630663
54,2022/7/15 5:30,0.023870968,6.316630663
67,2022/7/15 6:40,0.023870968,6.316630663
148,2022/7/15 22:10,0.023870968,6.316630663
18,2022/7/15 6:00,0.023790323,6.316579106
22,2022/7/15 16:10,0.023790323,6.316579106
12,2022/7/15 20:10,0.023790323,6.316579106
283,2022/7/15 20:20,0.023778802,6.316571741
93,2022/7/15 6:00,0.023709677,6.316527549
164,2022/7/15 6:00,0.023676471,6.31650632
298,2022/7/15 20:30,0.023655914,6.316493178
299,2022/7/15 15:00,0.023655914,6.316493178
208,2022/7/15 8:10,0.023589744,6.316450875
48,2022/7/15 5:30,0.023548387,6.316424436
41,2022/7/15 5:30,0.023548387,6.316424436
40,2022/7/15 5:30,0.023548387,6.316424436
66,2022/7/15 6:10,0.023548387,6.316424436
48,2022/7/15 9:00,0.023467742,6.316372879
279,2022/7/15 15:30,0.023410138,6.316336053
265,2022/7/15 22:10,0.023410138,6.316336053
25,2022/7/15 17:00,0.023387097,6.316321322
5,2022/7/15 18:50,0.023387097,6.316321322
60,2022/7/15 5:50,0.023387097,6.316321322
60,2022/7/15 6:30,0.023387097,6.316321322
300,2022/7/15 15:50,0.023360215,6.316304137
298,2022/7/15 16:00,0.023360215,6.316304137
292,2022/7/15 15:50,0.023360215,6.316304137
92,2022/7/15 7:30,0.023333333,6.316286951
46,2022/7/15 6:00,0.023225806,6.316218208
57,2022/7/15 5:30,0.023225806,6.316218208
121,2022/7/15 20:00,0.023225806,6.316218208
130,2022/7/15 14:10,0.023225806,6.316218208
264,2022/7/15 16:20,0.023225806,6.316218208
1,2022/7/15 6:40,0.023185484,6.31619243
23,2022/7/15 16:00,0.023185484,6.31619243
194,2022/7/15 8:30,0.023076923,6.316123027
225,2022/7/15 6:50,0.023076923,6.316123027
144,2022/7/15 20:40,0.023064516,6.316115095
309,2022/7/15 6:00,0.023064516,6.316115095
302,2022/7/15 15:20,0.023064516,6.316115095
25,2022/7/15 6:10,0.022983871,6.316063538
111,2022/7/15 5:10,0.022983871,6.316063538
49,2022/7/15 5:50,0.022903226,6.316011982
70,2022/7/15 7:20,0.022903226,6.316011982
72,2022/7/15 5:50,0.022903226,6.316011982
72,2022/7/15 6:40,0.022903226,6.316011982
128,2022/7/15 22:20,0.022903226,6.316011982
137,2022/7/15 5:50,0.022903226,6.316011982
136,2022/7/15 5:20,0.022903226,6.316011982
195,2022/7/15 8:00,0.022863248,6.315986424
135,2022/7/15 18:30,0.022862903,6.315986203
6,2022/7/15 6:40,0.022849462,6.31597761
184,2022/7/15 19:30,0.022794118,6.315942229
193,2022/7/15 19:30,0.022794118,6.315942229
2,2022/7/15 5:50,0.022782258,6.315934646
18,2022/7/15 5:50,0.022782258,6.315934646
12,2022/7/15 20:00,0.022782258,6.315934646
294,2022/7/15 15:00,0.022768817,6.315926054
101,2022/7/15 5:20,0.022741935,6.315908868
107,2022/7/15 15:30,0.022741935,6.315908868
121,2022/7/15 14:30,0.022741935,6.315908868
130,2022/7/15 15:30,0.022741935,6.315908868
138,2022/7/15 18:50,0.022741935,6.315908868
137,2022/7/15 6:00,0.022741935,6.315908868
182,2022/7/15 15:10,0.022647059,6.315848213
185,2022/7/15 5:30,0.022647059,6.315848213
307,2022/7/15 19:20,0.022620968,6.315831533
22,2022/7/15 16:00,0.022580645,6.315805755
12,2022/7/15 7:00,0.022580645,6.315805755
15,2022/7/15 6:00,0.022580645,6.315805755
9,2022/7/15 5:30,0.022580645,6.315805755
8,2022/7/15 6:10,0.022580645,6.315805755
144,2022/7/15 21:20,0.022580645,6.315805755
135,2022/7/15 6:10,0.022580645,6.315805755
135,2022/7/15 12:10,0.022580645,6.315805755
129,2022/7/15 13:50,0.022580645,6.315805755
230,2022/7/15 8:00,0.022564103,6.315795179
95,2022/7/15 15:10,0.0225,6.315754198
280,2022/7/15 13:10,0.022488479,6.315746832
280,2022/7/15 16:20,0.022488479,6.315746832
275,2022/7/15 16:00,0.022488479,6.315746832
241,2022/7/15 5:50,0.022473118,6.315737012
256,2022/7/15 5:30,0.022473118,6.315737012
256,2022/7/15 5:40,0.022473118,6.315737012
233,2022/7/15 5:20,0.022473118,6.315737012
300,2022/7/15 7:10,0.022473118,6.315737012
292,2022/7/15 5:50,0.022473118,6.315737012
304,2022/7/15 16:00,0.022473118,6.315737012
210,2022/7/15 8:00,0.022393162,6.315685896
41,2022/7/15 9:00,0.022379032,6.315676863
69,2022/7/15 6:40,0.022311828,6.315633899
71,2022/7/15 6:20,0.022311828,6.315633899
194,2022/7/15 5:50,0.022307692,6.315631255
210,2022/7/15 6:00,0.022307692,6.315631255
224,2022/7/15 5:30,0.022307692,6.315631255
274,2022/7/15 16:50,0.022304147,6.315628988
282,2022/7/15 15:10,0.022304147,6.315628988
178,2022/7/15 6:10,0.022303922,6.315628844
186,2022/7/15 20:30,0.022303922,6.315628844
117,2022/7/15 5:10,0.022258065,6.315599528
114,2022/7/15 22:10,0.022258065,6.315599528
145,2022/7/15 14:20,0.022258065,6.315599528
83,2022/7/15 8:40,0.022211538,6.315569783
113,2022/7/15 9:30,0.022177419,6.315547971
298,2022/7/15 20:10,0.022177419,6.315547971
161,2022/7/15 15:30,0.022132353,6.31551916
153,2022/7/15 6:20,0.022132353,6.31551916
273,2022/7/15 16:40,0.022119816,6.315511145
121,2022/7/15 6:00,0.022096774,6.315496414
130,2022/7/15 6:10,0.022096774,6.315496414
229,2022/7/15 8:50,0.022051282,6.315467331
63,2022/7/15 6:40,0.022043011,6.315462043
97,2022/7/15 5:30,0.022016129,6.315444857
2,2022/7/15 5:40,0.021975806,6.315419079
70,2022/7/15 6:20,0.021935484,6.315393301
130,2022/7/15 5:30,0.021935484,6.315393301
265,2022/7/15 21:50,0.021935484,6.315393301
300,2022/7/15 15:30,0.02188172,6.315358929
294,2022/7/15 5:40,0.02188172,6.315358929
189,2022/7/15 19:30,0.021813725,6.31531546
2,2022/7/15 6:30,0.021774194,6.315290187
15,2022/7/15 5:30,0.021774194,6.315290187
71,2022/7/15 6:40,0.021774194,6.315290187
106,2022/7/15 14:30,0.021774194,6.315290187
142,2022/7/15 21:00,0.021774194,6.315290187
121,2022/7/15 12:10,0.021774194,6.315290187
276,2022/7/15 5:40,0.021751152,6.315275457
290,2022/7/15 15:40,0.021751152,6.315275457
281,2022/7/15 21:00,0.021751152,6.315275457
168,2022/7/15 5:10,0.021617647,6.315190106
54,2022/7/15 17:00,0.021612903,6.315187073
66,2022/7/15 6:20,0.021612903,6.315187073
140,2022/7/15 22:20,0.021612903,6.315187073
141,2022/7/15 6:00,0.021612903,6.315187073
126,2022/7/15 13:30,0.021612903,6.315187073
308,2022/7/15 5:30,0.021586022,6.315169888
25,2022/7/15 17:40,0.021572581,6.315161295
92,2022/7/15 6:10,0.021538462,6.315139483
82,2022/7/15 8:40,0.021538462,6.315139483
90,2022/7/15 8:40,0.021538462,6.315139483
198,2022/7/15 17:20,0.021538462,6.315139483
224,2022/7/15 5:20,0.021538462,6.315139483
224,2022/7/15 8:00,0.021538462,6.315139483
227,2022/7/15 17:10,0.021538462,6.315139483
105,2022/7/15 10:00,0.021532258,6.315135517
61,2022/7/15 5:50,0.021505376,6.315118331
62,2022/7/15 5:50,0.021505376,6.315118331
144,2022/7/15 5:40,0.021451613,6.31508396
14,2022/7/15 15:10,0.021370968,6.315032403
31,2022/7/15 5:20,0.021290323,6.314980847
67,2022/7/15 6:30,0.021290323,6.314980847
77,2022/7/15 5:50,0.021290323,6.314980847
93,2022/7/15 5:50,0.021290323,6.314980847
100,2022/7/15 5:10,0.021290323,6.314980847
103,2022/7/15 15:20,0.021290323,6.314980847
127,2022/7/15 15:10,0.021290323,6.314980847
143,2022/7/15 14:20,0.021290323,6.314980847
237,2022/7/15 6:10,0.021290323,6.314980847
258,2022/7/15 17:20,0.021290323,6.314980847
232,2022/7/15 6:10,0.021290323,6.314980847
182,2022/7/15 6:30,0.02127451,6.314970737
19,2022/7/15 17:40,0.021169355,6.314903512
25,2022/7/15 6:30,0.021169355,6.314903512
7,2022/7/15 18:50,0.021169355,6.314903512
148,2022/7/15 15:20,0.021129032,6.314877733
163,2022/7/15 12:10,0.021102941,6.314861053
172,2022/7/15 16:10,0.021102941,6.314861053
92,2022/7/15 6:30,0.021089744,6.314852616
96,2022/7/15 6:20,0.021048387,6.314826176
95,2022/7/15 5:10,0.021048387,6.314826176
203,2022/7/15 17:30,0.021025641,6.314811635
240,2022/7/15 16:50,0.020994624,6.314791805
298,2022/7/15 21:00,0.020994624,6.314791805
311,2022/7/15 15:00,0.020994624,6.314791805
302,2022/7/15 15:10,0.020994624,6.314791805
302,2022/7/15 22:00,0.020994624,6.314791805
7,2022/7/15 7:10,0.020967742,6.31477462
23,2022/7/15 5:30,0.020967742,6.31477462
29,2022/7/15 17:40,0.020967742,6.31477462
66,2022/7/15 6:00,0.020967742,6.31477462
142,2022/7/15 15:30,0.020967742,6.31477462
138,2022/7/15 5:50,0.020967742,6.31477462
203,2022/7/15 8:10,0.020940171,6.314756993
184,2022/7/15 15:10,0.020931373,6.314751369
206,2022/7/15 9:00,0.020854701,6.314702352
106,2022/7/15 14:50,0.020806452,6.314671506
137,2022/7/15 6:30,0.020806452,6.314671506
224,2022/7/15 6:30,0.020769231,6.314647711
12,2022/7/15 15:20,0.020766129,6.314645728
144,2022/7/15 9:30,0.020766129,6.314645728
62,2022/7/15 6:20,0.020698925,6.314602764
77,2022/7/15 9:10,0.020698925,6.314602764
240,2022/7/15 16:30,0.020698925,6.314602764
261,2022/7/15 15:50,0.020698925,6.314602764
234,2022/7/15 8:20,0.020698925,6.314602764
247,2022/7/15 18:20,0.020685484,6.314594171
227,2022/7/15 8:00,0.020683761,6.314593069
51,2022/7/15 5:20,0.020645161,6.314568392
67,2022/7/15 17:10,0.020645161,6.314568392
164,2022/7/15 5:40,0.020588235,6.314531999
172,2022/7/15 5:10,0.020588235,6.314531999
168,2022/7/15 16:10,0.020588235,6.314531999
191,2022/7/15 5:30,0.020588235,6.314531999
185,2022/7/15 19:30,0.020588235,6.314531999
17,2022/7/15 5:30,0.020564516,6.314516836
264,2022/7/15 16:00,0.020460829,6.314450548
277,2022/7/15 14:50,0.020460829,6.314450548
268,2022/7/15 20:30,0.020460829,6.314450548
21,2022/7/15 8:50,0.020430108,6.314430908
60,2022/7/15 6:40,0.020430108,6.314430908
284,2022/7/15 9:30,0.020426267,6.314428453
212,2022/7/15 5:20,0.020384615,6.314401824
16,2022/7/15 6:30,0.020362903,6.314387944
17,2022/7/15 6:00,0.020362903,6.314387944
43,2022/7/15 17:20,0.020322581,6.314362166
107,2022/7/15 5:10,0.020322581,6.314362166
148,2022/7/15 5:30,0.020322581,6.314362166
280,2022/7/15 14:10,0.020276498,6.314332705
290,2022/7/15 21:50,0.020276498,6.314332705
296,2022/7/15 7:30,0.020268817,6.314327794
192,2022/7/15 6:20,0.020245098,6.314312631
181,2022/7/15 7:40,0.020130719,6.314239508
310,2022/7/15 16:20,0.020107527,6.314224681
300,2022/7/15 15:40,0.020107527,6.314224681
291,2022/7/15 14:40,0.020107527,6.314224681
313,2022/7/15 20:20,0.020107527,6.314224681
268,2022/7/15 20:50,0.020092166,6.314214861
56,2022/7/15 8:20,0.020080645,6.314207495
97,2022/7/15 5:20,0.020080645,6.314207495
102,2022/7/15 5:10,0.020080645,6.314207495
164,2022/7/15 5:30,0.020073529,6.314202946
161,2022/7/15 5:10,0.020073529,6.314202946
152,2022/7/15 5:10,0.020073529,6.314202946
157,2022/7/15 5:10,0.020073529,6.314202946
169,2022/7/15 5:10,0.020073529,6.314202946
176,2022/7/15 5:10,0.020073529,6.314202946
162,2022/7/15 15:50,0.020073529,6.314202946
145,2022/7/15 6:10,0.02,6.314155938
145,2022/7/15 11:40,0.02,6.314155938
135,2022/7/15 15:00,0.02,6.314155938
135,2022/7/15 20:10,0.02,6.314155938
202,2022/7/15 17:10,0.02,6.314155938
1,2022/7/15 6:00,0.019959677,6.31413016
2,2022/7/15 6:20,0.019959677,6.31413016
271,2022/7/15 13:20,0.019907834,6.314097016
190,2022/7/15 15:40,0.019901961,6.314093262
182,2022/7/15 6:00,0.019901961,6.314093262
179,2022/7/15 15:10,0.019901961,6.314093262
188,2022/7/15 15:40,0.019901961,6.314093262
11,2022/7/15 6:50,0.019892473,6.314087196
241,2022/7/15 16:40,0.019811828,6.314035639
307,2022/7/15 6:00,0.019811828,6.314035639
307,2022/7/15 20:50,0.019811828,6.314035639
292,2022/7/15 15:30,0.019811828,6.314035639
25,2022/7/15 5:50,0.019758065,6.314001268
23,2022/7/15 6:00,0.019758065,6.314001268
56,2022/7/15 6:10,0.019677419,6.313949711
66,2022/7/15 5:50,0.019677419,6.313949711
79,2022/7/15 17:00,0.019677419,6.313949711
121,2022/7/15 16:50,0.019677419,6.313949711
