,stationid,startTime,date,hour,minute,week,weekend,outNums,inNums,flow
5705,51,2015/4/29 19:50:00,29,19,50,1,0,17.0,3.0,-14.0
5706,51,2015/4/29 20:00:00,29,20,0,1,0,8.0,34.0,26.0
5707,51,2015/4/29 20:10:00,29,20,10,1,0,7.0,10.0,3.0
5708,51,2015/4/29 20:20:00,29,20,20,1,0,13.0,19.0,6.0
5709,51,2015/4/29 20:30:00,29,20,30,1,0,11.0,2.0,-9.0
5710,51,2015/4/29 20:40:00,29,20,40,1,0,17.0,21.0,4.0
5711,51,2015/4/29 20:50:00,29,20,50,1,0,8.0,6.0,-2.0
5712,51,2015/4/29 21:00:00,29,21,0,1,0,6.0,4.0,-2.0
5713,51,2015/4/29 21:10:00,29,21,10,1,0,10.0,10.0,0.0
5714,51,2015/4/29 21:20:00,29,21,20,1,0,11.0,89.0,78.0
5715,51,2015/4/29 21:30:00,29,21,30,1,0,8.0,2.0,-6.0
5716,51,2015/4/29 21:40:00,29,21,40,1,0,1.0,4.0,3.0
5717,51,2015/4/29 21:50:00,29,21,50,1,0,11.0,0.0,-11.0
5718,51,2015/4/29 22:00:00,29,22,0,1,0,13.0,1.0,-12.0
5719,51,2015/4/29 22:10:00,29,22,10,1,0,2.0,0.0,-2.0
5720,51,2015/4/29 22:20:00,29,22,20,1,0,4.0,0.0,-4.0
5721,51,2015/4/29 22:30:00,29,22,30,1,0,13.0,0.0,-13.0
5722,51,2015/4/29 22:40:00,29,22,40,1,0,2.0,0.0,-2.0
5723,51,2015/4/29 22:50:00,29,22,50,1,0,6.0,0.0,-6.0
5724,31,2015/4/29 5:00:00,29,5,0,1,0,0.0,1.0,1.0
5725,31,2015/4/29 5:10:00,29,5,10,1,0,0.0,0.0,0.0
5726,31,2015/4/29 5:20:00,29,5,20,1,0,0.0,4.0,4.0
5727,31,2015/4/29 5:30:00,29,5,30,1,0,0.0,8.0,8.0
5728,31,2015/4/29 5:40:00,29,5,40,1,0,0.0,8.0,8.0
5729,31,2015/4/29 5:50:00,29,5,50,1,0,0.0,5.0,5.0
5730,31,2015/4/29 6:00:00,29,6,0,1,0,0.0,16.0,16.0
5731,31,2015/4/29 6:10:00,29,6,10,1,0,0.0,16.0,16.0
5732,31,2015/4/29 6:20:00,29,6,20,1,0,1.0,15.0,14.0
5733,31,2015/4/29 6:30:00,29,6,30,1,0,0.0,21.0,21.0
5734,31,2015/4/29 6:40:00,29,6,40,1,0,15.0,19.0,4.0
5735,31,2015/4/29 6:50:00,29,6,50,1,0,4.0,25.0,21.0
5736,31,2015/4/29 7:00:00,29,7,0,1,0,16.0,26.0,10.0
5737,31,2015/4/29 7:10:00,29,7,10,1,0,3.0,43.0,40.0
5738,31,2015/4/29 7:20:00,29,7,20,1,0,34.0,41.0,7.0
5739,31,2015/4/29 7:30:00,29,7,30,1,0,26.0,43.0,17.0
5740,31,2015/4/29 7:40:00,29,7,40,1,0,74.0,54.0,-20.0
5741,31,2015/4/29 7:50:00,29,7,50,1,0,26.0,34.0,8.0
5742,31,2015/4/29 8:00:00,29,8,0,1,0,36.0,32.0,-4.0
5743,31,2015/4/29 8:10:00,29,8,10,1,0,20.0,35.0,15.0
5744,31,2015/4/29 8:20:00,29,8,20,1,0,58.0,29.0,-29.0
5745,31,2015/4/29 8:30:00,29,8,30,1,0,36.0,30.0,-6.0
5746,31,2015/4/29 8:40:00,29,8,40,1,0,23.0,19.0,-4.0
5747,31,2015/4/29 8:50:00,29,8,50,1,0,72.0,22.0,-50.0
5748,31,2015/4/29 9:00:00,29,9,0,1,0,22.0,7.0,-15.0
5749,31,2015/4/29 9:10:00,29,9,10,1,0,19.0,15.0,-4.0
5750,31,2015/4/29 9:20:00,29,9,20,1,0,13.0,19.0,6.0
5751,31,2015/4/29 9:30:00,29,9,30,1,0,9.0,8.0,-1.0
5752,31,2015/4/29 9:40:00,29,9,40,1,0,14.0,15.0,1.0
5753,31,2015/4/29 9:50:00,29,9,50,1,0,9.0,7.0,-2.0
5754,31,2015/4/29 10:00:00,29,10,0,1,0,8.0,9.0,1.0
5755,31,2015/4/29 10:10:00,29,10,10,1,0,17.0,11.0,-6.0
5756,31,2015/4/29 10:20:00,29,10,20,1,0,4.0,6.0,2.0
5757,31,2015/4/29 10:30:00,29,10,30,1,0,10.0,2.0,-8.0
5758,31,2015/4/29 10:40:00,29,10,40,1,0,9.0,8.0,-1.0
5759,31,2015/4/29 10:50:00,29,10,50,1,0,18.0,8.0,-10.0
5760,31,2015/4/29 11:00:00,29,11,0,1,0,0.0,9.0,9.0
5761,31,2015/4/29 11:10:00,29,11,10,1,0,15.0,4.0,-11.0
5762,31,2015/4/29 11:20:00,29,11,20,1,0,11.0,16.0,5.0
5763,31,2015/4/29 11:30:00,29,11,30,1,0,8.0,8.0,0.0
5764,31,2015/4/29 11:40:00,29,11,40,1,0,10.0,10.0,0.0
5765,31,2015/4/29 11:50:00,29,11,50,1,0,7.0,7.0,0.0
5766,31,2015/4/29 12:00:00,29,12,0,1,0,11.0,17.0,6.0
5767,31,2015/4/29 12:10:00,29,12,10,1,0,9.0,13.0,4.0
5768,31,2015/4/29 12:20:00,29,12,20,1,0,3.0,11.0,8.0
5769,31,2015/4/29 12:30:00,29,12,30,1,0,5.0,12.0,7.0
5770,31,2015/4/29 12:40:00,29,12,40,1,0,9.0,11.0,2.0
5771,31,2015/4/29 12:50:00,29,12,50,1,0,5.0,14.0,9.0
5772,31,2015/4/29 13:00:00,29,13,0,1,0,0.0,12.0,12.0
5773,31,2015/4/29 13:10:00,29,13,10,1,0,18.0,9.0,-9.0
5774,31,2015/4/29 13:20:00,29,13,20,1,0,11.0,10.0,-1.0
5775,31,2015/4/29 13:30:00,29,13,30,1,0,13.0,9.0,-4.0
5776,31,2015/4/29 13:40:00,29,13,40,1,0,13.0,14.0,1.0
5777,31,2015/4/29 13:50:00,29,13,50,1,0,9.0,5.0,-4.0
5778,31,2015/4/29 14:00:00,29,14,0,1,0,2.0,16.0,14.0
5779,31,2015/4/29 14:10:00,29,14,10,1,0,16.0,8.0,-8.0
5780,31,2015/4/29 14:20:00,29,14,20,1,0,9.0,9.0,0.0
5781,31,2015/4/29 14:30:00,29,14,30,1,0,12.0,13.0,1.0
5782,31,2015/4/29 14:40:00,29,14,40,1,0,11.0,25.0,14.0
5783,31,2015/4/29 14:50:00,29,14,50,1,0,19.0,11.0,-8.0
5784,31,2015/4/29 15:00:00,29,15,0,1,0,4.0,10.0,6.0
5785,31,2015/4/29 15:10:00,29,15,10,1,0,5.0,6.0,1.0
5786,31,2015/4/29 15:20:00,29,15,20,1,0,12.0,22.0,10.0
5787,31,2015/4/29 15:30:00,29,15,30,1,0,17.0,11.0,-6.0
5788,31,2015/4/29 15:40:00,29,15,40,1,0,18.0,15.0,-3.0
5789,31,2015/4/29 15:50:00,29,15,50,1,0,17.0,12.0,-5.0
5790,31,2015/4/29 16:00:00,29,16,0,1,0,1.0,34.0,33.0
5791,31,2015/4/29 16:10:00,29,16,10,1,0,15.0,20.0,5.0
5792,31,2015/4/29 16:20:00,29,16,20,1,0,9.0,40.0,31.0
5793,31,2015/4/29 16:30:00,29,16,30,1,0,23.0,21.0,-2.0
5794,31,2015/4/29 16:40:00,29,16,40,1,0,15.0,54.0,39.0
5795,31,2015/4/29 16:50:00,29,16,50,1,0,16.0,39.0,23.0
5796,31,2015/4/29 17:00:00,29,17,0,1,0,4.0,32.0,28.0
5797,31,2015/4/29 17:10:00,29,17,10,1,0,12.0,19.0,7.0
5798,31,2015/4/29 17:20:00,29,17,20,1,0,19.0,35.0,16.0
5799,31,2015/4/29 17:30:00,29,17,30,1,0,16.0,56.0,40.0
5800,31,2015/4/29 17:40:00,29,17,40,1,0,14.0,32.0,18.0
5801,31,2015/4/29 17:50:00,29,17,50,1,0,32.0,32.0,0.0
5802,31,2015/4/29 18:00:00,29,18,0,1,0,11.0,40.0,29.0
5803,31,2015/4/29 18:10:00,29,18,10,1,0,13.0,21.0,8.0
5804,31,2015/4/29 18:20:00,29,18,20,1,0,25.0,19.0,-6.0
5805,31,2015/4/29 18:30:00,29,18,30,1,0,36.0,17.0,-19.0
5806,31,2015/4/29 18:40:00,29,18,40,1,0,34.0,6.0,-28.0
5807,31,2015/4/29 18:50:00,29,18,50,1,0,17.0,17.0,0.0
5808,31,2015/4/29 19:00:00,29,19,0,1,0,30.0,18.0,-12.0
5809,31,2015/4/29 19:10:00,29,19,10,1,0,51.0,8.0,-43.0
5810,31,2015/4/29 19:20:00,29,19,20,1,0,33.0,12.0,-21.0
5811,31,2015/4/29 19:30:00,29,19,30,1,0,23.0,3.0,-20.0
5812,31,2015/4/29 19:40:00,29,19,40,1,0,11.0,12.0,1.0
5813,31,2015/4/29 19:50:00,29,19,50,1,0,14.0,0.0,-14.0
5814,31,2015/4/29 20:00:00,29,20,0,1,0,23.0,24.0,1.0
5815,31,2015/4/29 20:10:00,29,20,10,1,0,15.0,7.0,-8.0
5816,31,2015/4/29 20:20:00,29,20,20,1,0,13.0,6.0,-7.0
5817,31,2015/4/29 20:30:00,29,20,30,1,0,24.0,2.0,-22.0
5818,31,2015/4/29 20:40:00,29,20,40,1,0,2.0,5.0,3.0
5819,31,2015/4/29 20:50:00,29,20,50,1,0,9.0,1.0,-8.0
5820,31,2015/4/29 21:00:00,29,21,0,1,0,6.0,0.0,-6.0
5821,31,2015/4/29 21:10:00,29,21,10,1,0,14.0,3.0,-11.0
5822,31,2015/4/29 21:20:00,29,21,20,1,0,13.0,8.0,-5.0
5823,31,2015/4/29 21:30:00,29,21,30,1,0,0.0,2.0,2.0
5824,31,2015/4/29 21:40:00,29,21,40,1,0,18.0,0.0,-18.0
5825,31,2015/4/29 21:50:00,29,21,50,1,0,12.0,0.0,-12.0
5826,31,2015/4/29 22:00:00,29,22,0,1,0,0.0,0.0,0.0
5827,31,2015/4/29 22:10:00,29,22,10,1,0,19.0,0.0,-19.0
5828,31,2015/4/29 22:20:00,29,22,20,1,0,20.0,0.0,-20.0
5829,31,2015/4/29 22:30:00,29,22,30,1,0,7.0,0.0,-7.0
5830,31,2015/4/29 22:40:00,29,22,40,1,0,2.0,0.0,-2.0
5831,31,2015/4/29 22:50:00,29,22,50,1,0,14.0,0.0,-14.0
5832,50,2015/4/29 5:00:00,29,5,0,1,0,0.0,0.0,0.0
5833,50,2015/4/29 5:10:00,29,5,10,1,0,0.0,0.0,0.0
5834,50,2015/4/29 5:20:00,29,5,20,1,0,0.0,4.0,4.0
5835,50,2015/4/29 5:30:00,29,5,30,1,0,0.0,12.0,12.0
5836,50,2015/4/29 5:40:00,29,5,40,1,0,0.0,13.0,13.0
5837,50,2015/4/29 5:50:00,29,5,50,1,0,2.0,10.0,8.0
5838,50,2015/4/29 6:00:00,29,6,0,1,0,1.0,11.0,10.0
5839,50,2015/4/29 6:10:00,29,6,10,1,0,0.0,13.0,13.0
5840,50,2015/4/29 6:20:00,29,6,20,1,0,0.0,31.0,31.0
5841,50,2015/4/29 6:30:00,29,6,30,1,0,0.0,34.0,34.0
5842,50,2015/4/29 6:40:00,29,6,40,1,0,3.0,39.0,36.0
5843,50,2015/4/29 6:50:00,29,6,50,1,0,25.0,66.0,41.0
5844,50,2015/4/29 7:00:00,29,7,0,1,0,14.0,60.0,46.0
5845,50,2015/4/29 7:10:00,29,7,10,1,0,27.0,112.0,85.0
5846,50,2015/4/29 7:20:00,29,7,20,1,0,54.0,84.0,30.0
5847,50,2015/4/29 7:30:00,29,7,30,1,0,45.0,74.0,29.0
5848,50,2015/4/29 7:40:00,29,7,40,1,0,57.0,142.0,85.0
5849,50,2015/4/29 7:50:00,29,7,50,1,0,143.0,141.0,-2.0
5850,50,2015/4/29 8:00:00,29,8,0,1,0,106.0,63.0,-43.0
5851,50,2015/4/29 8:10:00,29,8,10,1,0,106.0,134.0,28.0
5852,50,2015/4/29 8:20:00,29,8,20,1,0,107.0,43.0,-64.0
5853,50,2015/4/29 8:30:00,29,8,30,1,0,156.0,42.0,-114.0
5854,50,2015/4/29 8:40:00,29,8,40,1,0,68.0,25.0,-43.0
5855,50,2015/4/29 8:50:00,29,8,50,1,0,50.0,33.0,-17.0
5856,50,2015/4/29 9:00:00,29,9,0,1,0,60.0,17.0,-43.0
5857,50,2015/4/29 9:10:00,29,9,10,1,0,82.0,54.0,-28.0
5858,50,2015/4/29 9:20:00,29,9,20,1,0,34.0,12.0,-22.0
5859,50,2015/4/29 9:30:00,29,9,30,1,0,27.0,19.0,-8.0
5860,50,2015/4/29 9:40:00,29,9,40,1,0,22.0,10.0,-12.0
5861,50,2015/4/29 9:50:00,29,9,50,1,0,16.0,24.0,8.0
5862,50,2015/4/29 10:00:00,29,10,0,1,0,23.0,23.0,0.0
5863,50,2015/4/29 10:10:00,29,10,10,1,0,23.0,42.0,19.0
5864,50,2015/4/29 10:20:00,29,10,20,1,0,13.0,14.0,1.0
5865,50,2015/4/29 10:30:00,29,10,30,1,0,16.0,9.0,-7.0
5866,50,2015/4/29 10:40:00,29,10,40,1,0,16.0,17.0,1.0
5867,50,2015/4/29 10:50:00,29,10,50,1,0,2.0,15.0,13.0
5868,50,2015/4/29 11:00:00,29,11,0,1,0,12.0,26.0,14.0
5869,50,2015/4/29 11:10:00,29,11,10,1,0,14.0,17.0,3.0
5870,50,2015/4/29 11:20:00,29,11,20,1,0,22.0,23.0,1.0
5871,50,2015/4/29 11:30:00,29,11,30,1,0,15.0,20.0,5.0
5872,50,2015/4/29 11:40:00,29,11,40,1,0,15.0,35.0,20.0
5873,50,2015/4/29 11:50:00,29,11,50,1,0,3.0,21.0,18.0
5874,50,2015/4/29 12:00:00,29,12,0,1,0,19.0,22.0,3.0
5875,50,2015/4/29 12:10:00,29,12,10,1,0,12.0,95.0,83.0
5876,50,2015/4/29 12:20:00,29,12,20,1,0,25.0,17.0,-8.0
5877,50,2015/4/29 12:30:00,29,12,30,1,0,23.0,30.0,7.0
5878,50,2015/4/29 12:40:00,29,12,40,1,0,4.0,22.0,18.0
5879,50,2015/4/29 12:50:00,29,12,50,1,0,26.0,27.0,1.0
5880,50,2015/4/29 13:00:00,29,13,0,1,0,29.0,16.0,-13.0
5881,50,2015/4/29 13:10:00,29,13,10,1,0,22.0,56.0,34.0
5882,50,2015/4/29 13:20:00,29,13,20,1,0,16.0,18.0,2.0
5883,50,2015/4/29 13:30:00,29,13,30,1,0,19.0,10.0,-9.0
5884,50,2015/4/29 13:40:00,29,13,40,1,0,14.0,33.0,19.0
5885,50,2015/4/29 13:50:00,29,13,50,1,0,13.0,11.0,-2.0
5886,50,2015/4/29 14:00:00,29,14,0,1,0,12.0,17.0,5.0
5887,50,2015/4/29 14:10:00,29,14,10,1,0,13.0,17.0,4.0
5888,50,2015/4/29 14:20:00,29,14,20,1,0,10.0,17.0,7.0
5889,50,2015/4/29 14:30:00,29,14,30,1,0,10.0,23.0,13.0
5890,50,2015/4/29 14:40:00,29,14,40,1,0,5.0,15.0,10.0
5891,50,2015/4/29 14:50:00,29,14,50,1,0,28.0,13.0,-15.0
5892,50,2015/4/29 15:00:00,29,15,0,1,0,21.0,32.0,11.0
5893,50,2015/4/29 15:10:00,29,15,10,1,0,21.0,51.0,30.0
5894,50,2015/4/29 15:20:00,29,15,20,1,0,21.0,23.0,2.0
5895,50,2015/4/29 15:30:00,29,15,30,1,0,16.0,19.0,3.0
5896,50,2015/4/29 15:40:00,29,15,40,1,0,4.0,24.0,20.0
5897,50,2015/4/29 15:50:00,29,15,50,1,0,27.0,16.0,-11.0
5898,50,2015/4/29 16:00:00,29,16,0,1,0,22.0,38.0,16.0
5899,50,2015/4/29 16:10:00,29,16,10,1,0,25.0,62.0,37.0
5900,50,2015/4/29 16:20:00,29,16,20,1,0,29.0,50.0,21.0
5901,50,2015/4/29 16:30:00,29,16,30,1,0,22.0,72.0,50.0
5902,50,2015/4/29 16:40:00,29,16,40,1,0,13.0,86.0,73.0
5903,50,2015/4/29 16:50:00,29,16,50,1,0,21.0,67.0,46.0
5904,50,2015/4/29 17:00:00,29,17,0,1,0,40.0,100.0,60.0
5905,50,2015/4/29 17:10:00,29,17,10,1,0,41.0,112.0,71.0
5906,50,2015/4/29 17:20:00,29,17,20,1,0,30.0,69.0,39.0
5907,50,2015/4/29 17:30:00,29,17,30,1,0,31.0,54.0,23.0
5908,50,2015/4/29 17:40:00,29,17,40,1,0,25.0,64.0,39.0
5909,50,2015/4/29 17:50:00,29,17,50,1,0,30.0,70.0,40.0
5910,50,2015/4/29 18:00:00,29,18,0,1,0,41.0,65.0,24.0
5911,50,2015/4/29 18:10:00,29,18,10,1,0,86.0,57.0,-29.0
5912,50,2015/4/29 18:20:00,29,18,20,1,0,49.0,34.0,-15.0
5913,50,2015/4/29 18:30:00,29,18,30,1,0,43.0,29.0,-14.0
5914,50,2015/4/29 18:40:00,29,18,40,1,0,45.0,26.0,-19.0
5915,50,2015/4/29 18:50:00,29,18,50,1,0,91.0,35.0,-56.0
5916,50,2015/4/29 19:00:00,29,19,0,1,0,50.0,14.0,-36.0
5917,50,2015/4/29 19:10:00,29,19,10,1,0,49.0,48.0,-1.0
5918,50,2015/4/29 19:20:00,29,19,20,1,0,58.0,13.0,-45.0
5919,50,2015/4/29 19:30:00,29,19,30,1,0,73.0,20.0,-53.0
5920,50,2015/4/29 19:40:00,29,19,40,1,0,57.0,11.0,-46.0
5921,50,2015/4/29 19:50:00,29,19,50,1,0,37.0,7.0,-30.0
5922,50,2015/4/29 20:00:00,29,20,0,1,0,49.0,19.0,-30.0
5923,50,2015/4/29 20:10:00,29,20,10,1,0,36.0,32.0,-4.0
5924,50,2015/4/29 20:20:00,29,20,20,1,0,25.0,8.0,-17.0
5925,50,2015/4/29 20:30:00,29,20,30,1,0,33.0,9.0,-24.0
5926,50,2015/4/29 20:40:00,29,20,40,1,0,42.0,20.0,-22.0
5927,50,2015/4/29 20:50:00,29,20,50,1,0,41.0,9.0,-32.0
5928,50,2015/4/29 21:00:00,29,21,0,1,0,36.0,13.0,-23.0
5929,50,2015/4/29 21:10:00,29,21,10,1,0,26.0,16.0,-10.0
5930,50,2015/4/29 21:20:00,29,21,20,1,0,3.0,7.0,4.0
5931,50,2015/4/29 21:30:00,29,21,30,1,0,25.0,7.0,-18.0
5932,50,2015/4/29 21:40:00,29,21,40,1,0,33.0,0.0,-33.0
5933,50,2015/4/29 21:50:00,29,21,50,1,0,27.0,0.0,-27.0
5934,50,2015/4/29 22:00:00,29,22,0,1,0,4.0,0.0,-4.0
5935,50,2015/4/29 22:10:00,29,22,10,1,0,28.0,2.0,-26.0
5936,50,2015/4/29 22:20:00,29,22,20,1,0,26.0,0.0,-26.0
5937,50,2015/4/29 22:30:00,29,22,30,1,0,0.0,1.0,1.0
5938,50,2015/4/29 22:40:00,29,22,40,1,0,20.0,0.0,-20.0
5939,50,2015/4/29 22:50:00,29,22,50,1,0,6.0,0.0,-6.0
5940,28,2015/4/29 5:00:00,29,5,0,1,0,0.0,0.0,0.0
5941,28,2015/4/29 5:10:00,29,5,10,1,0,0.0,11.0,11.0
5942,28,2015/4/29 5:20:00,29,5,20,1,0,0.0,28.0,28.0
5943,28,2015/4/29 5:30:00,29,5,30,1,0,0.0,33.0,33.0
5944,28,2015/4/29 5:40:00,29,5,40,1,0,3.0,31.0,28.0
5945,28,2015/4/29 5:50:00,29,5,50,1,0,1.0,44.0,43.0
5946,28,2015/4/29 6:00:00,29,6,0,1,0,0.0,71.0,71.0
5947,28,2015/4/29 6:10:00,29,6,10,1,0,2.0,75.0,73.0
5948,28,2015/4/29 6:20:00,29,6,20,1,0,1.0,91.0,90.0
5949,28,2015/4/29 6:30:00,29,6,30,1,0,2.0,136.0,134.0
5950,28,2015/4/29 6:40:00,29,6,40,1,0,5.0,110.0,105.0
5951,28,2015/4/29 6:50:00,29,6,50,1,0,47.0,150.0,103.0
5952,28,2015/4/29 7:00:00,29,7,0,1,0,57.0,214.0,157.0
5953,28,2015/4/29 7:10:00,29,7,10,1,0,84.0,178.0,94.0
5954,28,2015/4/29 7:20:00,29,7,20,1,0,88.0,250.0,162.0
5955,28,2015/4/29 7:30:00,29,7,30,1,0,82.0,253.0,171.0
5956,28,2015/4/29 7:40:00,29,7,40,1,0,95.0,212.0,117.0
5957,28,2015/4/29 7:50:00,29,7,50,1,0,87.0,191.0,104.0
5958,28,2015/4/29 8:00:00,29,8,0,1,0,77.0,206.0,129.0
5959,28,2015/4/29 8:10:00,29,8,10,1,0,183.0,152.0,-31.0
5960,28,2015/4/29 8:20:00,29,8,20,1,0,113.0,131.0,18.0
5961,28,2015/4/29 8:30:00,29,8,30,1,0,103.0,132.0,29.0
5962,28,2015/4/29 8:40:00,29,8,40,1,0,171.0,99.0,-72.0
5963,28,2015/4/29 8:50:00,29,8,50,1,0,111.0,87.0,-24.0
5964,28,2015/4/29 9:00:00,29,9,0,1,0,91.0,68.0,-23.0
5965,28,2015/4/29 9:10:00,29,9,10,1,0,83.0,67.0,-16.0
5966,28,2015/4/29 9:20:00,29,9,20,1,0,56.0,58.0,2.0
5967,28,2015/4/29 9:30:00,29,9,30,1,0,119.0,39.0,-80.0
5968,28,2015/4/29 9:40:00,29,9,40,1,0,66.0,43.0,-23.0
5969,28,2015/4/29 9:50:00,29,9,50,1,0,57.0,64.0,7.0
5970,28,2015/4/29 10:00:00,29,10,0,1,0,136.0,44.0,-92.0
5971,28,2015/4/29 10:10:00,29,10,10,1,0,59.0,53.0,-6.0
5972,28,2015/4/29 10:20:00,29,10,20,1,0,53.0,70.0,17.0
5973,28,2015/4/29 10:30:00,29,10,30,1,0,74.0,64.0,-10.0
5974,28,2015/4/29 10:40:00,29,10,40,1,0,11.0,53.0,42.0
5975,28,2015/4/29 10:50:00,29,10,50,1,0,91.0,56.0,-35.0
5976,28,2015/4/29 11:00:00,29,11,0,1,0,85.0,56.0,-29.0
5977,28,2015/4/29 11:10:00,29,11,10,1,0,90.0,58.0,-32.0
5978,28,2015/4/29 11:20:00,29,11,20,1,0,66.0,65.0,-1.0
5979,28,2015/4/29 11:30:00,29,11,30,1,0,22.0,62.0,40.0
5980,28,2015/4/29 11:40:00,29,11,40,1,0,58.0,49.0,-9.0
5981,28,2015/4/29 11:50:00,29,11,50,1,0,51.0,61.0,10.0
5982,28,2015/4/29 12:00:00,29,12,0,1,0,65.0,75.0,10.0
5983,28,2015/4/29 12:10:00,29,12,10,1,0,58.0,64.0,6.0
5984,28,2015/4/29 12:20:00,29,12,20,1,0,36.0,68.0,32.0
5985,28,2015/4/29 12:30:00,29,12,30,1,0,35.0,66.0,31.0
5986,28,2015/4/29 12:40:00,29,12,40,1,0,81.0,66.0,-15.0
5987,28,2015/4/29 12:50:00,29,12,50,1,0,89.0,58.0,-31.0
5988,28,2015/4/29 13:00:00,29,13,0,1,0,63.0,61.0,-2.0
5989,28,2015/4/29 13:10:00,29,13,10,1,0,74.0,56.0,-18.0
5990,28,2015/4/29 13:20:00,29,13,20,1,0,35.0,55.0,20.0
5991,28,2015/4/29 13:30:00,29,13,30,1,0,43.0,64.0,21.0
5992,28,2015/4/29 13:40:00,29,13,40,1,0,75.0,62.0,-13.0
5993,28,2015/4/29 13:50:00,29,13,50,1,0,73.0,67.0,-6.0
5994,28,2015/4/29 14:00:00,29,14,0,1,0,68.0,55.0,-13.0
5995,28,2015/4/29 14:10:00,29,14,10,1,0,81.0,62.0,-19.0
5996,28,2015/4/29 14:20:00,29,14,20,1,0,68.0,63.0,-5.0
5997,28,2015/4/29 14:30:00,29,14,30,1,0,8.0,53.0,45.0
5998,28,2015/4/29 14:40:00,29,14,40,1,0,84.0,59.0,-25.0
5999,28,2015/4/29 14:50:00,29,14,50,1,0,78.0,51.0,-27.0
6000,28,2015/4/29 15:00:00,29,15,0,1,0,87.0,78.0,-9.0
6001,28,2015/4/29 15:10:00,29,15,10,1,0,106.0,44.0,-62.0
6002,28,2015/4/29 15:20:00,29,15,20,1,0,81.0,62.0,-19.0
6003,28,2015/4/29 15:30:00,29,15,30,1,0,16.0,80.0,64.0
6004,28,2015/4/29 15:40:00,29,15,40,1,0,66.0,63.0,-3.0
6005,28,2015/4/29 15:50:00,29,15,50,1,0,106.0,84.0,-22.0
6006,28,2015/4/29 16:00:00,29,16,0,1,0,76.0,83.0,7.0
6007,28,2015/4/29 16:10:00,29,16,10,1,0,94.0,71.0,-23.0
6008,28,2015/4/29 16:20:00,29,16,20,1,0,90.0,100.0,10.0
6009,28,2015/4/29 16:30:00,29,16,30,1,0,40.0,95.0,55.0
6010,28,2015/4/29 16:40:00,29,16,40,1,0,116.0,100.0,-16.0
6011,28,2015/4/29 16:50:00,29,16,50,1,0,91.0,145.0,54.0
6012,28,2015/4/29 17:00:00,29,17,0,1,0,127.0,132.0,5.0
6013,28,2015/4/29 17:10:00,29,17,10,1,0,130.0,134.0,4.0
6014,28,2015/4/29 17:20:00,29,17,20,1,0,100.0,112.0,12.0
6015,28,2015/4/29 17:30:00,29,17,30,1,0,55.0,112.0,57.0
6016,28,2015/4/29 17:40:00,29,17,40,1,0,184.0,129.0,-55.0
6017,28,2015/4/29 17:50:00,29,17,50,1,0,229.0,105.0,-124.0
6018,28,2015/4/29 18:00:00,29,18,0,1,0,120.0,103.0,-17.0
6019,28,2015/4/29 18:10:00,29,18,10,1,0,138.0,82.0,-56.0
6020,28,2015/4/29 18:20:00,29,18,20,1,0,185.0,78.0,-107.0
6021,28,2015/4/29 18:30:00,29,18,30,1,0,202.0,77.0,-125.0
6022,28,2015/4/29 18:40:00,29,18,40,1,0,134.0,57.0,-77.0
6023,28,2015/4/29 18:50:00,29,18,50,1,0,158.0,67.0,-91.0
6024,28,2015/4/29 19:00:00,29,19,0,1,0,200.0,56.0,-144.0
6025,28,2015/4/29 19:10:00,29,19,10,1,0,205.0,67.0,-138.0
6026,28,2015/4/29 19:20:00,29,19,20,1,0,150.0,80.0,-70.0
6027,28,2015/4/29 19:30:00,29,19,30,1,0,95.0,77.0,-18.0
6028,28,2015/4/29 19:40:00,29,19,40,1,0,100.0,59.0,-41.0
6029,28,2015/4/29 19:50:00,29,19,50,1,0,160.0,66.0,-94.0
6030,28,2015/4/29 20:00:00,29,20,0,1,0,68.0,58.0,-10.0
6031,28,2015/4/29 20:10:00,29,20,10,1,0,53.0,59.0,6.0
6032,28,2015/4/29 20:20:00,29,20,20,1,0,73.0,70.0,-3.0
6033,28,2015/4/29 20:30:00,29,20,30,1,0,64.0,60.0,-4.0
6034,28,2015/4/29 20:40:00,29,20,40,1,0,81.0,70.0,-11.0
6035,28,2015/4/29 20:50:00,29,20,50,1,0,76.0,45.0,-31.0
6036,28,2015/4/29 21:00:00,29,21,0,1,0,36.0,56.0,20.0
6037,28,2015/4/29 21:10:00,29,21,10,1,0,7.0,65.0,58.0
6038,28,2015/4/29 21:20:00,29,21,20,1,0,66.0,43.0,-23.0
6039,28,2015/4/29 21:30:00,29,21,30,1,0,61.0,31.0,-30.0
6040,28,2015/4/29 21:40:00,29,21,40,1,0,77.0,16.0,-61.0
6041,28,2015/4/29 21:50:00,29,21,50,1,0,4.0,14.0,10.0
6042,28,2015/4/29 22:00:00,29,22,0,1,0,64.0,8.0,-56.0
6043,28,2015/4/29 22:10:00,29,22,10,1,0,62.0,4.0,-58.0
6044,28,2015/4/29 22:20:00,29,22,20,1,0,0.0,4.0,4.0
6045,28,2015/4/29 22:30:00,29,22,30,1,0,65.0,1.0,-64.0
6046,28,2015/4/29 22:40:00,29,22,40,1,0,52.0,2.0,-50.0
6047,28,2015/4/29 22:50:00,29,22,50,1,0,1.0,1.0,0.0
6048,58,2015/4/29 5:00:00,29,5,0,1,0,0.0,0.0,0.0
6049,58,2015/4/29 5:10:00,29,5,10,1,0,0.0,0.0,0.0
